"School Name","School ID","Network","Grade","Year","Number of
Students","Value-Added
Score","95% Confidence
Interval Range","Percentile","Color Reading","Number of
Students","Value-Added
Score","95% Confidence
Interval Range","Percentile","Color Math"
"CICS-BUCKTOWN",400025,"Charter/Contract Schools",6,2012,59.8,-0.5,"-1.5 to 0.5",28,"Yellow",60.8,0.6,"0.1 to 1.2",74,"Green"
"CICS-BUCKTOWN",400025,"Charter/Contract Schools",7,2012,64.9,1.4,"0.4 to 2.4",90,"Green",64.9,0.8,"0.3 to 1.4",83,"Green"
"CICS-BUCKTOWN",400025,"Charter/Contract Schools",8,2012,59.8,0.4,"-0.6 to 1.5",72,"Yellow",59.8,-0.1,"-0.7 to 0.6",51,"Yellow"
"CICS-BUCKTOWN",400025,"Charter/Contract Schools","All Grades",2012,283.3,0.7,"-0.1 to 1.5",75,"Yellow",284.3,0.6,"0.2 to 1.1",76,"Green"
"CICS-BUCKTOWN",400025,"Fullerton",4,2011,52.9,0.9,"0 to 1.7",81,"green",52.9,-0.8,"-1.4 to -0.1",22,"red"
"CICS-BUCKTOWN",400025,"Fullerton",5,2011,55,-0.1,"-1 to 0.9",48,"yellow",55,-0.5,"-1.3 to 0.2",31,"yellow"
"CICS-BUCKTOWN",400025,"Fullerton",6,2011,64.9,-1,"-1.8 to -0.1",13,"red",64.9,-0.4,"-0.9 to 0.2",37,"yellow"
"CICS-BUCKTOWN",400025,"Fullerton",7,2011,54.8,-0.5,"-1.5 to 0.4",28,"yellow",54.8,0.4,"-0.2 to 1",67,"yellow"
"CICS-BUCKTOWN",400025,"Fullerton",8,2011,57.4,-0.7,"-1.8 to 0.4",25,"yellow",57.4,-1,"-1.7 to -0.3",12,"red"
"CICS-BUCKTOWN",400025,"Fullerton","All Grades",2011,284.9,-0.6,"-1.3 to 0.1",26,"yellow",284.9,-0.7,"-1.2 to -0.2",23,"red"
"CICS-BUCKTOWN",400025,"Fullerton",4,2010,59.4,0.9,"0.1 to 1.7",86,"green",59.4,-0.5,"-1.1 to 0.1",26,"yellow"
"CICS-BUCKTOWN",400025,"Fullerton",5,2010,64,1.1,"0.2 to 2.1",89,"green",64,-0.3,"-0.8 to 0.3",42,"yellow"
"CICS-BUCKTOWN",400025,"Fullerton",6,2010,49.2,0,"-1 to 1",50,"yellow",49.2,-0.2,"-0.9 to 0.5",44,"yellow"
"CICS-BUCKTOWN",400025,"Fullerton",7,2010,60.8,2.1,"1.1 to 3.1",98,"green",60.8,1.1,"0.4 to 1.7",88,"green"
"CICS-BUCKTOWN",400025,"Fullerton",8,2010,56.3,0,"-1.2 to 1.1",51,"yellow",56.3,0.5,"-0.3 to 1.2",72,"yellow"
"CICS-BUCKTOWN",400025,"Fullerton","All Grades",2010,289.7,1.5,"0.8 to 2.2",94,"green",289.7,0.2,"-0.3 to 0.7",58,"yellow"
"CICS-IRVING PARK",400027,"Charter/Contract Schools","All Grades",2012,215.6,-0.5,"-1.3 to 0.4",30,"Yellow",215.6,0.3,"-0.3 to 0.8",63,"Yellow"
"CICS-IRVING PARK",400027,"O'Hare",4,2011,37.8,1.7,"0.8 to 2.6",96,"green",37.8,2.5,"1.8 to 3.2",98,"green"
"CICS-IRVING PARK",400027,"O'Hare",5,2011,46.9,0.1,"-0.9 to 1.1",53,"yellow",46.9,1.7,"0.9 to 2.4",93,"green"
"CICS-IRVING PARK",400027,"O'Hare",6,2011,41.5,2.1,"1.1 to 3.1",97,"green",41.5,1.6,"0.9 to 2.2",93,"green"
"CICS-IRVING PARK",400027,"O'Hare",7,2011,20,0.7,"-0.6 to 2",80,"yellow",20,0.5,"-0.4 to 1.4",70,"yellow"
"CICS-IRVING PARK",400027,"O'Hare","All Grades",2011,146.3,2.1,"1.2 to 3",97,"green",146.3,2.8,"2.2 to 3.5",98,"green"
"CICS-IRVING PARK",400027,"O'Hare",4,2010,38.5,-0.1,"-1 to 0.8",44,"yellow",38.5,0.5,"-0.2 to 1.3",75,"yellow"
"CICS-IRVING PARK",400027,"O'Hare",5,2010,39.9,1.4,"0.3 to 2.5",93,"green",39.9,0.6,"-0.1 to 1.4",75,"yellow"
"CICS-IRVING PARK",400027,"O'Hare",6,2010,18,-0.8,"-2.2 to 0.5",18,"yellow",18,0.5,"-0.5 to 1.6",72,"yellow"
"CICS-IRVING PARK",400027,"O'Hare","All Grades",2010,96.5,0.5,"-0.5 to 1.5",71,"yellow",96.5,1,"0.2 to 1.7",84,"green"
"CICS-IRVING PARK ",400027,"Charter/Contract Schools",4,2012,61.9,0.9,"0.2 to 1.6",83,"Green",61.9,1.3,"0.7 to 1.9",91,"Green"
"CICS-IRVING PARK ",400027,"Charter/Contract Schools",5,2012,46.9,-0.9,"-2 to 0.2",16,"Yellow",46.9,-0.5,"-1.3 to 0.2",29,"Yellow"
"CICS-IRVING PARK ",400027,"Charter/Contract Schools",6,2012,49.0,0.2,"-0.9 to 1.2",60,"Yellow",49.0,0.0,"-0.7 to 0.6",54,"Yellow"
"CICS-IRVING PARK ",400027,"Charter/Contract Schools",7,2012,36.0,-0.7,"-1.9 to 0.5",23,"Yellow",36.0,0.3,"-0.3 to 1",65,"Yellow"
"CICS-IRVING PARK ",400027,"Charter/Contract Schools",8,2012,21.7,-1.6,"-3 to -0.2",3,"Red",21.7,-1.1,"-2.1 to -0.1",10,"Red"
"CICS-LONGWOOD",400033,"Charter/Contract Schools","All Grades",2012,732.6,-1.5,"-2 to -0.9",6,"Red",729.6,-0.9,"-1.2 to -0.6",17,"Red"
"CICS-LONGWOOD",400033,"Far South Side HS Network",4,2011,126.2,1.3,"0.7 to 1.8",92,"green",126.2,0.3,"-0.2 to 0.7",61,"yellow"
"CICS-LONGWOOD",400033,"Far South Side HS Network",5,2011,152.5,-0.8,"-1.4 to -0.1",17,"red",152.5,1.2,"0.7 to 1.6",87,"green"
"CICS-LONGWOOD",400033,"Far South Side HS Network",6,2011,147.1,-2.4,"-3.1 to -1.7",0,"red",147.1,-3.2,"-3.6 to -2.8",0,"red"
"CICS-LONGWOOD",400033,"Far South Side HS Network",7,2011,128.7,1.4,"0.7 to 2.1",91,"green",128.7,-1,"-1.5 to -0.6",14,"red"
"CICS-LONGWOOD",400033,"Far South Side HS Network",8,2011,112.7,-0.2,"-1.1 to 0.7",42,"yellow",112.7,-1.1,"-1.6 to -0.6",10,"red"
"CICS-LONGWOOD",400033,"Far South Side HS Network","All Grades",2011,667.1,-0.3,"-0.9 to 0.2",36,"yellow",667.1,-1.5,"-1.8 to -1.2",7,"red"
"CICS-LONGWOOD",400033,"Far South Side HS Network",4,2010,148,1.6,"1.1 to 2.2",95,"green",148,0.5,"0.1 to 0.9",73,"green"
"CICS-LONGWOOD",400033,"Far South Side HS Network",5,2010,148.8,1.4,"0.7 to 2.1",93,"green",148.8,3.4,"3 to 3.8",99,"green"
"CICS-LONGWOOD",400033,"Far South Side HS Network",6,2010,148.4,-1.7,"-2.4 to -1",4,"red",148.4,-1,"-1.5 to -0.6",14,"red"
"CICS-LONGWOOD",400033,"Far South Side HS Network",7,2010,126.9,0.9,"0.1 to 1.7",82,"green",126.9,-1.2,"-1.7 to -0.7",10,"red"
"CICS-LONGWOOD",400033,"Far South Side HS Network",8,2010,130.5,-2.1,"-3 to -1.2",2,"red",130.5,0.7,"0.2 to 1.3",79,"green"
"CICS-LONGWOOD",400033,"Far South Side HS Network","All Grades",2010,702.6,0.2,"-0.3 to 0.7",58,"yellow",702.6,0.9,"0.6 to 1.3",84,"green"
"CICS-LONGWOOD ",400033,"Charter/Contract Schools",4,2012,162.5,0.6,"0.1 to 1.1",74,"Green",162.5,-0.3,"-0.6 to 0.1",40,"Yellow"
"CICS-LONGWOOD ",400033,"Charter/Contract Schools",5,2012,152.2,-2.3,"-3 to -1.5",2,"Red",149.2,-1.3,"-1.8 to -0.8",7,"Red"
"CICS-LONGWOOD ",400033,"Charter/Contract Schools",6,2012,162.6,-1.7,"-2.4 to -1",3,"Red",162.6,-1.3,"-1.6 to -0.9",6,"Red"
"CICS-LONGWOOD ",400033,"Charter/Contract Schools",7,2012,128.4,0.5,"-0.3 to 1.4",72,"Yellow",128.4,0.5,"0.1 to 0.9",71,"Green"
"CICS-LONGWOOD ",400033,"Charter/Contract Schools",8,2012,126.8,-1.7,"-2.5 to -0.8",3,"Red",126.8,-0.3,"-0.8 to 0.2",40,"Yellow"
"CICS-PRAIRIE",400028,"Charter/Contract Schools","All Grades",2012,214.0,-0.8,"-1.7 to 0",17,"Yellow",214.0,-0.7,"-1.3 to -0.2",21,"Red"
"CICS-PRAIRIE",400028,"Lake Calumet",4,2011,35,-3.6,"-4.5 to -2.6",0,"red",35,-0.5,"-1.2 to 0.3",29,"yellow"
"CICS-PRAIRIE",400028,"Lake Calumet",5,2011,46.5,-0.1,"-1.1 to 1",47,"yellow",46.5,1.2,"0.4 to 2",87,"green"
"CICS-PRAIRIE",400028,"Lake Calumet",6,2011,49.6,-0.7,"-1.7 to 0.2",23,"yellow",49.6,1,"0.4 to 1.6",84,"green"
"CICS-PRAIRIE",400028,"Lake Calumet",7,2011,46.8,1.3,"0.2 to 2.3",87,"green",46.8,-0.5,"-1.1 to 0.2",31,"yellow"
"CICS-PRAIRIE",400028,"Lake Calumet",8,2011,20.6,-1.3,"-2.7 to 0.2",8,"yellow",20.6,-1.6,"-2.7 to -0.6",3,"red"
"CICS-PRAIRIE",400028,"Lake Calumet","All Grades",2011,198.5,-1.2,"-2 to -0.3",10,"red",198.5,0.2,"-0.3 to 0.8",59,"yellow"
"CICS-PRAIRIE",400028,"Lake Calumet",4,2010,45,-1.1,"-2 to -0.2",10,"red",45,-1.9,"-2.5 to -1.2",2,"red"
"CICS-PRAIRIE",400028,"Lake Calumet",5,2010,49,-0.9,"-1.9 to 0.1",16,"yellow",49,-0.1,"-0.8 to 0.6",48,"yellow"
"CICS-PRAIRIE",400028,"Lake Calumet",6,2010,42,-1.5,"-2.5 to -0.4",5,"red",42,-0.9,"-1.6 to -0.2",16,"red"
"CICS-PRAIRIE",400028,"Lake Calumet",7,2010,20,-0.8,"-2.2 to 0.6",20,"yellow",20,0.6,"-0.4 to 1.7",74,"yellow"
"CICS-PRAIRIE",400028,"Lake Calumet",8,2010,19.1,0,"-1.6 to 1.5",51,"yellow",19.1,1.4,"0.3 to 2.6",92,"green"
"CICS-PRAIRIE",400028,"Lake Calumet","All Grades",2010,175.1,-1.6,"-2.5 to -0.8",5,"red",175.1,-0.7,"-1.3 to -0.1",22,"red"
"CICS-PRAIRIE ",400028,"Charter/Contract Schools",4,2012,35.8,-1.0,"-1.9 to -0.1",15,"Red",35.8,-0.7,"-1.5 to 0",20,"Red"
"CICS-PRAIRIE ",400028,"Charter/Contract Schools",5,2012,47.0,-0.2,"-1.2 to 0.9",40,"Yellow",46.0,0.1,"-0.7 to 0.8",56,"Yellow"
"CICS-PRAIRIE ",400028,"Charter/Contract Schools",6,2012,43.0,-0.9,"-2 to 0.1",14,"Yellow",44.0,-0.3,"-0.9 to 0.4",44,"Yellow"
"CICS-PRAIRIE ",400028,"Charter/Contract Schools",7,2012,45.2,-0.1,"-1.3 to 1",48,"Yellow",45.2,-1.0,"-1.6 to -0.4",15,"Red"
"CICS-PRAIRIE ",400028,"Charter/Contract Schools",8,2012,43.0,-0.2,"-1.4 to 1",44,"Yellow",43.0,-0.3,"-1 to 0.5",39,"Yellow"
"CICS-WASHINGTON PARK",400029,"Charter/Contract Schools",4,2012,54.9,-0.6,"-1.3 to 0.2",24,"Yellow",54.9,0.1,"-0.5 to 0.7",56,"Yellow"
"CICS-WASHINGTON PARK",400029,"Charter/Contract Schools",5,2012,51.5,-0.1,"-1.2 to 0.9",43,"Yellow",51.5,0.3,"-0.5 to 1",63,"Yellow"
"CICS-WASHINGTON PARK",400029,"Charter/Contract Schools",6,2012,51.8,-0.9,"-2 to 0.1",14,"Yellow",51.8,0.5,"-0.1 to 1.1",69,"Yellow"
"CICS-WASHINGTON PARK",400029,"Charter/Contract Schools",7,2012,45.2,-2.9,"-4 to -1.7",0,"Red",45.2,1.2,"0.5 to 1.8",89,"Green"
"CICS-WASHINGTON PARK",400029,"Charter/Contract Schools",8,2012,39.8,-1.2,"-2.4 to 0",9,"Yellow",39.7,-0.5,"-1.3 to 0.2",29,"Yellow"
"CICS-WASHINGTON PARK",400029,"Charter/Contract Schools","All Grades",2012,243.4,-2.1,"-2.9 to -1.2",2,"Red",243.3,0.6,"0.1 to 1.1",74,"Green"
"CICS-WASHINGTON PARK",400029,"Burnham Park",4,2011,53.9,-2.4,"-3.2 to -1.6",2,"red",53.9,-2.8,"-3.4 to -2.2",0,"red"
"CICS-WASHINGTON PARK",400029,"Burnham Park",5,2011,50.3,-0.3,"-1.3 to 0.7",36,"yellow",50.3,-0.7,"-1.5 to 0",23,"yellow"
"CICS-WASHINGTON PARK",400029,"Burnham Park",6,2011,50,-0.2,"-1.2 to 0.7",42,"yellow",50,-2.5,"-3.1 to -1.9",1,"red"
"CICS-WASHINGTON PARK",400029,"Burnham Park",7,2011,37.6,-1.1,"-2.2 to 0",13,"yellow",37.6,1.1,"0.4 to 1.9",89,"green"
"CICS-WASHINGTON PARK",400029,"Burnham Park",8,2011,35,0,"-1.3 to 1.3",49,"yellow",35,-0.2,"-1 to 0.6",44,"yellow"
"CICS-WASHINGTON PARK",400029,"Burnham Park","All Grades",2011,226.7,-1.5,"-2.3 to -0.7",4,"red",226.7,-2,"-2.6 to -1.5",1,"red"
"CICS-WASHINGTON PARK",400029,"Burnham Park",4,2010,42,-0.2,"-1.1 to 0.7",38,"yellow",42,-0.5,"-1.2 to 0.2",25,"yellow"
"CICS-WASHINGTON PARK",400029,"Burnham Park",5,2010,48,1,"0 to 2",84,"yellow",48,2.9,"2.2 to 3.6",99,"green"
"CICS-WASHINGTON PARK",400029,"Burnham Park",6,2010,47.2,0.7,"-0.3 to 1.7",74,"yellow",47.2,-2.7,"-3.4 to -2",0,"red"
"CICS-WASHINGTON PARK",400029,"Burnham Park",7,2010,37.6,-0.9,"-2.1 to 0.3",18,"yellow",37.6,0.4,"-0.4 to 1.2",65,"yellow"
"CICS-WASHINGTON PARK",400029,"Burnham Park",8,2010,41.7,-0.4,"-1.6 to 0.9",34,"yellow",41.7,0.1,"-0.8 to 0.9",56,"yellow"
"CICS-WASHINGTON PARK",400029,"Burnham Park","All Grades",2010,216.4,0.1,"-0.7 to 0.9",53,"yellow",216.4,0,"-0.6 to 0.6",51,"yellow"
"CICS-WEST BELDEN",400030,"Charter/Contract Schools","All Grades",2012,185.2,-0.7,"-1.7 to 0.2",21,"Yellow",185.2,0.7,"0.1 to 1.2",80,"Green"
"CICS-WEST BELDEN",400030,"Fullerton",4,2011,21.9,1.8,"0.7 to 2.9",97,"green",21.9,1.3,"0.4 to 2.2",91,"green"
"CICS-WEST BELDEN",400030,"Fullerton",5,2011,23.9,0,"-1.3 to 1.3",51,"yellow",23.9,-2,"-3 to -1",1,"red"
"CICS-WEST BELDEN",400030,"Fullerton",6,2011,38,0.7,"-0.3 to 1.8",74,"yellow",38,0,"-0.7 to 0.7",49,"yellow"
"CICS-WEST BELDEN",400030,"Fullerton",7,2011,42,2,"0.9 to 3",97,"green",42,0.6,"-0.1 to 1.2",73,"yellow"
"CICS-WEST BELDEN",400030,"Fullerton",8,2011,44,-0.7,"-1.9 to 0.5",26,"yellow",44,-1.6,"-2.4 to -0.8",3,"red"
"CICS-WEST BELDEN",400030,"Fullerton","All Grades",2011,169.8,1.4,"0.5 to 2.3",91,"green",169.8,-0.5,"-1.1 to 0.1",29,"yellow"
"CICS-WEST BELDEN",400030,"Fullerton",4,2010,12,1.4,"0.1 to 2.8",92,"green",12,2.2,"1.1 to 3.3",97,"green"
"CICS-WEST BELDEN",400030,"Fullerton",5,2010,26,-0.3,"-1.5 to 0.9",35,"yellow",26,1.9,"1 to 2.8",95,"green"
"CICS-WEST BELDEN",400030,"Fullerton",6,2010,30,-0.5,"-1.7 to 0.6",28,"yellow",30,0.4,"-0.4 to 1.3",70,"yellow"
"CICS-WEST BELDEN",400030,"Fullerton",7,2010,33.9,2.2,"1 to 3.4",98,"green",33.9,1.5,"0.7 to 2.4",94,"green"
"CICS-WEST BELDEN",400030,"Fullerton",8,2010,46,0.1,"-1.2 to 1.3",56,"yellow",46,-1.2,"-2 to -0.4",10,"red"
"CICS-WEST BELDEN",400030,"Fullerton","All Grades",2010,147.9,1,"0 to 1.9",85,"green",147.9,1,"0.3 to 1.7",87,"green"
"CICS-WEST BELDEN ",400030,"Charter/Contract Schools",4,2012,24.0,0.8,"-0.2 to 1.9",81,"Yellow",24.0,0.7,"-0.2 to 1.5",79,"Yellow"
"CICS-WEST BELDEN ",400030,"Charter/Contract Schools",5,2012,36.2,-2.0,"-3.2 to -0.9",3,"Red",36.2,-0.7,"-1.5 to 0.2",23,"Yellow"
"CICS-WEST BELDEN ",400030,"Charter/Contract Schools",6,2012,37.0,-0.1,"-1.3 to 1",42,"Yellow",37.0,0.6,"-0.1 to 1.3",71,"Yellow"
"CICS-WEST BELDEN ",400030,"Charter/Contract Schools",7,2012,41.0,1.6,"0.5 to 2.8",94,"Green",41.0,2.1,"1.5 to 2.7",97,"Green"
"CICS-WEST BELDEN ",400030,"Charter/Contract Schools",8,2012,47.0,-2.2,"-3.3 to -1",1,"Red",47.0,-0.7,"-1.4 to 0",21,"Yellow"
"CICS-WRIGHTWOOD",400031,"Charter/Contract Schools","All Grades",2012,363.3,0.9,"0.2 to 1.6",81,"Green",362.3,0.6,"0.2 to 1",75,"Green"
"CICS-WRIGHTWOOD",400031,"Midway",4,2011,75.8,0.2,"-0.5 to 0.9",55,"yellow",75.8,0.7,"0.1 to 1.2",76,"green"
"CICS-WRIGHTWOOD",400031,"Midway",5,2011,77.9,1.4,"0.6 to 2.3",94,"green",77.9,-0.1,"-0.7 to 0.5",46,"yellow"
"CICS-WRIGHTWOOD",400031,"Midway",6,2011,72.9,1.2,"0.4 to 2.1",91,"green",72.9,1.5,"1 to 2",92,"green"
"CICS-WRIGHTWOOD",400031,"Midway",7,2011,67.5,1.2,"0.3 to 2.1",87,"green",67.5,1.3,"0.8 to 1.9",92,"green"
"CICS-WRIGHTWOOD",400031,"Midway",8,2011,71.5,-1.2,"-2.2 to -0.1",10,"red",71.5,-0.6,"-1.2 to 0.1",32,"yellow"
"CICS-WRIGHTWOOD",400031,"Midway","All Grades",2011,365.6,1.1,"0.4 to 1.7",87,"green",365.6,1.1,"0.6 to 1.5",88,"green"
"CICS-WRIGHTWOOD",400031,"Midway",4,2010,80.7,0.3,"-0.4 to 1",63,"yellow",80.7,0,"-0.5 to 0.5",49,"yellow"
"CICS-WRIGHTWOOD",400031,"Midway",5,2010,77.1,1.7,"0.9 to 2.6",97,"green",77.1,0,"-0.5 to 0.6",55,"yellow"
"CICS-WRIGHTWOOD",400031,"Midway",6,2010,77.5,1,"0.1 to 1.8",84,"green",77.5,0.4,"-0.2 to 1",67,"yellow"
"CICS-WRIGHTWOOD",400031,"Midway",7,2010,75.3,2,"1 to 2.9",97,"green",75.3,0.6,"0 to 1.2",73,"yellow"
"CICS-WRIGHTWOOD",400031,"Midway",8,2010,63,0.9,"-0.2 to 2.1",84,"yellow",63,0.3,"-0.5 to 1",63,"yellow"
"CICS-WRIGHTWOOD",400031,"Midway","All Grades",2010,373.6,1.9,"1.3 to 2.6",98,"green",373.6,0.4,"0 to 0.9",69,"yellow"
"CICS-WRIGHTWOOD ",400031,"Charter/Contract Schools",4,2012,78.3,0.8,"0.1 to 1.4",79,"Green",78.3,0.4,"-0.1 to 0.9",68,"Yellow"
"CICS-WRIGHTWOOD ",400031,"Charter/Contract Schools",5,2012,81.8,1.0,"0.1 to 1.9",85,"Green",80.8,0.0,"-0.6 to 0.7",54,"Yellow"
"CICS-WRIGHTWOOD ",400031,"Charter/Contract Schools",6,2012,76.6,-0.3,"-1.2 to 0.6",35,"Yellow",76.6,1.1,"0.6 to 1.6",84,"Green"
"CICS-WRIGHTWOOD ",400031,"Charter/Contract Schools",7,2012,66.9,-0.2,"-1.2 to 0.8",44,"Yellow",66.9,1.0,"0.5 to 1.5",86,"Green"
"CICS-WRIGHTWOOD ",400031,"Charter/Contract Schools",8,2012,59.8,1.4,"0.4 to 2.5",92,"Green",59.8,-1.1,"-1.8 to -0.5",10,"Red"
"CLAREMONT",610347,"Midway Elementary Network",4,2012,49.5,-1.6,"-2.4 to -0.8",6,"Red",49.5,-1.1,"-1.8 to -0.5",12,"Red"
"CLAREMONT",610347,"Midway Elementary Network",5,2012,32.8,0.3,"-0.9 to 1.5",61,"Yellow",32.8,-0.2,"-1.1 to 0.7",44,"Yellow"
"CLAREMONT",610347,"Midway Elementary Network",6,2012,46.5,-1.3,"-2.4 to -0.3",6,"Red",46.5,0.1,"-0.6 to 0.7",58,"Yellow"
"CLAREMONT",610347,"Midway Elementary Network",7,2012,48.3,-1.4,"-2.5 to -0.3",7,"Red",48.1,-1.2,"-1.8 to -0.6",8,"Red"
"CLAREMONT",610347,"Midway Elementary Network",8,2012,48.2,-1.2,"-2.4 to 0",9,"Red",48.2,0.0,"-0.8 to 0.7",52,"Yellow"
"CLAREMONT",610347,"Midway Elementary Network","All Grades",2012,225.3,-2.0,"-2.9 to -1.2",2,"Red",225.1,-0.9,"-1.4 to -0.4",18,"Red"
"CLAREMONT",610347,"Midway",4,2011,39.2,-0.7,"-1.6 to 0.2",22,"yellow",39.2,1.1,"0.3 to 1.8",85,"green"
"CLAREMONT",610347,"Midway",5,2011,46.1,-0.1,"-1.1 to 1",49,"yellow",46.1,-0.4,"-1.2 to 0.4",34,"yellow"
"CLAREMONT",610347,"Midway",6,2011,53,0.3,"-0.6 to 1.3",61,"yellow",53,1,"0.4 to 1.6",85,"green"
"CLAREMONT",610347,"Midway",7,2011,49.2,1.4,"0.4 to 2.4",90,"green",49.2,-0.5,"-1.1 to 0.2",32,"yellow"
"CLAREMONT",610347,"Midway",8,2011,42.9,0.5,"-0.7 to 1.7",69,"yellow",42.8,-0.3,"-1.1 to 0.5",39,"yellow"
"CLAREMONT",610347,"Midway","All Grades",2011,230.4,0.7,"-0.1 to 1.5",77,"yellow",230.3,0.3,"-0.2 to 0.9",64,"yellow"
"CLAREMONT",610347,"Midway",4,2010,46,0.6,"-0.3 to 1.4",74,"yellow",47,0.8,"0.2 to 1.5",82,"green"
"CLAREMONT",610347,"Midway",5,2010,56.9,-0.6,"-1.6 to 0.3",26,"yellow",56.9,0.4,"-0.2 to 1",67,"yellow"
"CLAREMONT",610347,"Midway",6,2010,58.5,-0.9,"-1.9 to 0",15,"yellow",58.5,-0.6,"-1.2 to 0.1",29,"yellow"
"CLAREMONT",610347,"Midway",7,2010,54.3,0.5,"-0.5 to 1.6",73,"yellow",54.3,-0.4,"-1.1 to 0.3",37,"yellow"
"CLAREMONT",610347,"Midway",8,2010,45.7,-0.2,"-1.4 to 1.1",45,"yellow",45.7,1.2,"0.3 to 2",89,"green"
"CLAREMONT",610347,"Midway","All Grades",2010,261.5,-0.2,"-1 to 0.5",39,"yellow",262.5,0.4,"-0.1 to 0.9",67,"yellow"
"CLARK HS",610244,"West Side High School Network",7,2012,17.2,1.8,"0.3 to 3.3",97,"Green",17.2,-0.1,"-1 to 0.8",48,"Yellow"
"CLARK HS",610244,"West Side High School Network",8,2012,44.0,0.7,"-0.5 to 1.9",80,"Yellow",44.0,-0.7,"-1.5 to 0",21,"Yellow"
"CLARK HS",610244,"West Side High School Network","All Grades",2012,61.2,1.6,"0.2 to 2.9",94,"Green",61.2,-0.7,"-1.7 to 0.2",21,"Yellow"
"CLARK HS",610244,"West Side HS Network",7,2011,39.7,-1,"-2.1 to 0.1",15,"yellow",39.6,-0.8,"-1.5 to -0.1",20,"red"
"CLARK HS",610244,"West Side HS Network",8,2011,56.4,0.3,"-0.8 to 1.4",59,"yellow",56.4,-0.6,"-1.3 to 0.1",29,"yellow"
"CLARK HS",610244,"West Side HS Network","All Grades",2011,105.2,-0.7,"-1.8 to 0.4",21,"yellow",105,-1.2,"-1.9 to -0.4",10,"red"
"CLARK HS",610244,"West Side HS Network",6,2010,16.4,-1,"-2.4 to 0.4",13,"yellow",16.4,-1.4,"-2.5 to -0.4",6,"red"
"CLARK HS",610244,"West Side HS Network",7,2010,55.6,-0.3,"-1.3 to 0.8",39,"yellow",55.6,-1.3,"-2 to -0.5",8,"red"
"CLARK HS",610244,"West Side HS Network",8,2010,52.1,-0.2,"-1.4 to 1",42,"yellow",52.2,-0.4,"-1.2 to 0.4",35,"yellow"
"CLARK HS",610244,"West Side HS Network","All Grades",2010,124.1,-0.6,"-1.6 to 0.5",27,"yellow",124.2,-1.5,"-2.3 to -0.7",6,"red"
"CLARK, G",609795,"Austin-North Lawndale Elementary Network",4,2012,11.0,0.4,"-1 to 1.7",63,"Yellow",11.0,1.5,"0.4 to 2.7",93,"Green"
"CLARK, G",609795,"Austin-North Lawndale Elementary Network",5,2012,21.2,0.6,"-0.7 to 1.9",74,"Yellow",21.2,1.5,"0.4 to 2.5",92,"Green"
"CLARK, G",609795,"Austin-North Lawndale Elementary Network",6,2012,28.8,-0.9,"-2.2 to 0.3",14,"Yellow",28.8,-1.1,"-1.9 to -0.3",12,"Red"
"CLARK, G",609795,"Austin-North Lawndale Elementary Network",7,2012,24.6,0.1,"-1.3 to 1.4",55,"Yellow",24.6,0.3,"-0.5 to 1.1",64,"Yellow"
"CLARK, G",609795,"Austin-North Lawndale Elementary Network",8,2012,28.9,-0.8,"-2.2 to 0.5",20,"Yellow",28.9,-0.4,"-1.3 to 0.5",34,"Yellow"
"CLARK, G",609795,"Austin-North Lawndale Elementary Network","All Grades",2012,114.4,-0.5,"-1.6 to 0.6",29,"Yellow",114.4,0.3,"-0.4 to 1",63,"Yellow"
"CLARK, G",609795,"Austin-North Lawndale",4,2011,18.3,0.1,"-1.1 to 1.3",50,"yellow",18.3,0.6,"-0.3 to 1.6",76,"yellow"
"CLARK, G",609795,"Austin-North Lawndale",5,2011,28.9,0.5,"-0.7 to 1.7",71,"yellow",28.9,1.6,"0.7 to 2.5",93,"green"
"CLARK, G",609795,"Austin-North Lawndale",6,2011,22,0.3,"-0.9 to 1.6",62,"yellow",22,-0.7,"-1.6 to 0.2",24,"yellow"
"CLARK, G",609795,"Austin-North Lawndale",7,2011,28.4,1.3,"0.1 to 2.5",88,"green",28.4,1.1,"0.2 to 1.9",87,"green"
"CLARK, G",609795,"Austin-North Lawndale",8,2011,29.1,-0.5,"-1.8 to 0.8",35,"yellow",29.2,0.6,"-0.3 to 1.5",74,"yellow"
"CLARK, G",609795,"Austin-North Lawndale","All Grades",2011,126.7,0.7,"-0.3 to 1.7",79,"yellow",126.8,1.2,"0.5 to 1.9",91,"green"
"CLARK, G",609795,"Austin-North Lawndale",4,2010,25.2,-1.3,"-2.4 to -0.2",8,"red",25.5,-0.1,"-0.9 to 0.8",45,"yellow"
"CLARK, G",609795,"Austin-North Lawndale",5,2010,19.7,0.1,"-1.3 to 1.4",52,"yellow",19.7,0.9,"0 to 1.9",83,"yellow"
"CLARK, G",609795,"Austin-North Lawndale",6,2010,32.6,-0.3,"-1.4 to 0.9",40,"yellow",32.6,-0.9,"-1.7 to -0.1",16,"red"
"CLARK, G",609795,"Austin-North Lawndale",7,2010,32.5,-0.4,"-1.6 to 0.9",37,"yellow",32.5,-0.1,"-1 to 0.8",47,"yellow"
"CLARK, G",609795,"Austin-North Lawndale",8,2010,27.5,-0.3,"-1.7 to 1.1",36,"yellow",27.4,2.4,"1.4 to 3.4",97,"green"
"CLARK, G",609795,"Austin-North Lawndale","All Grades",2010,137.5,-0.7,"-1.7 to 0.2",18,"yellow",137.8,0.7,"0 to 1.4",78,"green"
